"CD_DISCENTE","ANO_INGRESSO","SEMESTRE_INGRESSO","TIPO_INGRESSO","CAMPUS","COD_CURSO","CURSO","NATURALIDADE","UF_NATURALIDADE","PAIS_NATURALIDADE","BAIRRO_ENDERECO","CIDADE_ENDERECO","UF_ENDERECO","SEXO","ANO_NASCIMENTO","COTA","TIPO_COTA","ESCOLARIDADE_PAI","ESCOLARIDADE_MAE","DEFICIENCIA"
366892,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,BOMBA DO HEMETERIO,RECIFE,PE,F,1995,S,L6,ENSINO MEDIO,ENSINO FUNDAMENTAL,N
366230,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,F,1996,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
327699,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,ALTO DO MANDU,RECIFE,PE,F,1997,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
307627,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,JARDIM SAO PAULO,RECIFE,PE,F,1998,N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,N
368295,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,ALTO JOSE DO PINHO,RECIFE,PE,F,1999,N,A0,ENSINO FUNDAMENTAL,ENSINO MEDIO,N
370789,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,COHAB,RECIFE,PE,F,1999,S,L2,ENSINO MEDIO,ENSINO MEDIO,N
366073,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CORDEIRO,RECIFE,PE,F,2000,S,L7,ENSINO MEDIO,ENSINO SUPERIOR,N
371596,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,BARRO,RECIFE,PE,F,2000,S,L7,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
366978,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,F,2001,S,L6,ENSINO MEDIO,ENSINO SUPERIOR,N
366890,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,ALTO SANTA TEREZINHA,RECIFE,PE,F,2001,S,L1,ENSINO SUPERIOR,ENSINO SUPERIOR,N
320447,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2001,S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
368187,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,ESPINHEIRO,RECIFE,PE,F,2002,S,L11,,ENSINO FUNDAMENTAL INCOMPLETO,S
366219,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2003,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
366424,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,SANTO AMARO,RECIFE,PE,F,2003,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
368531,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2003,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
370126,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CORREGO DO JENIPAPO,RECIFE,PE,F,2003,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
369964,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2003,S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
374419,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,PASSARINHO,RECIFE,PE,F,2003,S,L1,,SEGUNDO GRAU INCOMPLETO,N
371025,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,AFOGADOS,RECIFE,PE,F,2003,S,L5,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
371064,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,F,2003,S,L2,ENSINO MEDIO,ENSINO MEDIO,N
367080,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,SAN MARTIN,RECIFE,PE,F,2003,S,L1,ENSINO SUPERIOR,ENSINO MEDIO,N
369940,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,MADALENA,RECIFE,PE,F,2004,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
366772,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,ENCRUZILHADA,RECIFE,PE,F,2004,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
365994,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2004,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
370902,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,F,2004,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
372259,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CORREGO DO JENIPAPO,RECIFE,PE,F,2004,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
370160,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,AFOGADOS,RECIFE,PE,F,2004,N,A0,,SUPERIOR INCOMPLETO,N
368707,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,PAISSANDU,RECIFE,PE,F,2004,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
369737,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CORDEIRO,RECIFE,PE,F,2004,N,A0,ENSINO MEDIO,SUPERIOR INCOMPLETO,N
370400,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CORDEIRO,RECIFE,PE,F,2004,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
368975,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,SAN MARTIN,RECIFE,PE,F,2004,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
368636,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,COHAB,RECIFE,PE,F,2004,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
366918,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,DOIS UNIDOS,RECIFE,PE,F,2004,S,L2,ENSINO SUPERIOR,ENSINO SUPERIOR,N
368407,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2004,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL INCOMPLETO,N
366824,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,F,2004,S,L1,ENSINO MEDIO,ENSINO MEDIO,N
371126,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,DOIS UNIDOS,RECIFE,PE,F,2004,S,L6,ENSINO MEDIO,SUPERIOR INCOMPLETO,N
367579,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,F,2004,S,L7,,ENSINO SUPERIOR,N
371460,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,ALTO JOSE DO PINHO,RECIFE,PE,F,2004,S,L3,ENSINO FUNDAMENTAL,ENSINO MEDIO,N
369065,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,VASCO DA GAMA,RECIFE,PE,F,2005,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
366293,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,IPUTINGA,RECIFE,PE,F,2005,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
367906,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2005,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
367179,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,COHAB,RECIFE,PE,F,2005,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
368324,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,JIQUIA,RECIFE,PE,F,2005,N,A0,ENSINO FUNDAMENTAL,ENSINO SUPERIOR,N
366516,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,ENGENHO DO MEIO,RECIFE,PE,F,2005,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
370185,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CORDEIRO,RECIFE,PE,F,2005,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
367207,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,IBURA,RECIFE,PE,F,2005,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
370045,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2005,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
368249,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,IPSEP,RECIFE,PE,F,2005,S,L6,ENSINO MEDIO,ENSINO SUPERIOR,N
366531,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,COHAB,RECIFE,PE,F,2005,S,L6,ENSINO MEDIO,ENSINO MEDIO,N
370554,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,IMBIRIBEIRA,RECIFE,PE,F,2005,S,L3,SEGUNDO GRAU INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
368612,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,IPUTINGA,RECIFE,PE,F,2005,S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
368373,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,F,2005,S,L5,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
371544,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2005,S,L3,,ENSINO SUPERIOR,N
368351,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,TEJIPIO,RECIFE,PE,F,2005,S,L2,ENSINO MEDIO,SEGUNDO GRAU INCOMPLETO,N
367368,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,MUSTARDINHA,RECIFE,PE,F,2005,S,L1,ENSINO MEDIO,ENSINO MEDIO,N
369080,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CAJUEIRO,RECIFE,PE,F,2005,S,L7,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
367812,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2005,S,L6,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
366013,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,AREIAS,RECIFE,PE,F,2005,S,L7,ENSINO MEDIO,ENSINO MEDIO,N
371273,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2006,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
354062,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,IPUTINGA,RECIFE,PE,M,1988,N,A0,ENSINO SUPERIOR,ENSINO FUNDAMENTAL INCOMPLETO,N
368921,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1988,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
202272,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1990,N,A0,,,N
292148,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,IBURA,RECIFE,PE,M,1992,N,A0,,,N
366356,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,IMBIRIBEIRA,RECIFE,PE,M,2001,N,A0,ENSINO MEDIO,ENSINO FUNDAMENTAL,N
368151,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2002,S,L1,ENSINO MEDIO,ENSINO MEDIO,N
349320,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,PORTO DA MADEIRA,RECIFE,PE,M,2002,S,L6,ENSINO MEDIO,ENSINO MEDIO,N
368446,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,PEIXINHOS,RECIFE,PE,M,2002,S,L3,SEGUNDO GRAU INCOMPLETO,SEGUNDO GRAU INCOMPLETO,N
368455,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,ILHA JOANA BEZERRA,RECIFE,PE,M,2002,S,L7,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
366232,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,DOIS IRMAOS,RECIFE,PE,M,2002,S,L13,ENSINO MEDIO,ENSINO MEDIO,S
374475,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,NOVA DESCOBERTA,RECIFE,PE,M,2003,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO FUNDAMENTAL,N
366842,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,IMBIRIBEIRA,RECIFE,PE,M,2004,S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
367200,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,IPUTINGA,RECIFE,PE,M,2005,N,A0,,SUPERIOR INCOMPLETO,N
366375,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,JORDAO,RECIFE,PE,M,2005,N,A0,SEGUNDO GRAU INCOMPLETO,ANALFABETO,N
370328,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2005,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
366169,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,COHAB,RECIFE,PE,M,2005,S,L5,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
370610,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CAPIBARIBE,SÃO LOURENÇO DA MATA,PE,F,1998,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
370041,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CENTRO,SÃO LOURENÇO DA MATA,PE,F,2002,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
367567,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,CAPIBARIBE,SÃO LOURENÇO DA MATA,PE,F,2005,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
370713,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RECIFE,PE,BRA,BELA VISTA,VITÓRIA DE SANTO ANTÃO,PE,F,2004,N,A0,ENSINO SUPERIOR,ENSINO FUNDAMENTAL,N
367728,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RIO DE JANEIRO,RJ,BRA,MADALENA,RECIFE,PE,F,2005,S,L5,ENSINO SUPERIOR,ENSINO SUPERIOR,N
369018,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,RIO FORMOSO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2004,S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL,N
367036,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,SANTANA DO CARIRI,CE,BRA,GUARARAPES,JABOATÃO DOS GUARARAPES,PE,M,1973,S,L9,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,S
369506,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,SANTO ANDRÉ,SP,BRA,CENTRO,BARREIROS,PE,F,2000,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,N
371830,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,SÃO JOAQUIM DO MONTE,PE,BRA,CENTRO,BONITO,PE,F,2006,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
371218,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,SÃO JOAQUIM DO MONTE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2003,S,L2,,ENSINO FUNDAMENTAL INCOMPLETO,N
371515,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,SAO LOURENCO DA MATA,PE,BRA,PENEDO,SÃO LOURENÇO DA MATA,PE,F,2005,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
368423,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,SAO LOURENCO DA MATA,PE,BRA,MURIBARA,SÃO LOURENÇO DA MATA,PE,F,2005,S,L2,ENSINO MEDIO,ENSINO MEDIO,N
370935,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,SÃO LOURENÇO DA MATA,PE,BRA,COHAB,RECIFE,PE,F,2005,S,L6,ENSINO MEDIO,ENSINO MEDIO,N
340698,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,SÃO LOURENÇO DA MATA,PE,BRA,NOVA TIUMA,SÃO LOURENÇO DA MATA,PE,F,2000,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,N
371072,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,SÃO LOURENÇO DA MATA,PE,BRA,MURIBARA,SÃO LOURENÇO DA MATA,PE,F,2003,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
368953,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,SÃO PAULO,SP,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1999,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,SEGUNDO GRAU INCOMPLETO,N
371125,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,SÃO PAULO,SP,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2004,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
370945,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,SÃO PAULO,SP,BRA,MURIBARA,SÃO LOURENÇO DA MATA,PE,F,2001,N,A0,,ENSINO FUNDAMENTAL INCOMPLETO,N
366539,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,SÃO VICENTE FÉRRER,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1994,S,L9,ENSINO FUNDAMENTAL,ANALFABETO,S
221058,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,SERRA TALHADA,PE,BRA,VARZEA,RECIFE,PE,F,1992,N,A0,,,N
368833,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,TIMBAÚBA,PE,BRA,CENTRO,CONDADO,PE,M,2001,S,L6,,ENSINO FUNDAMENTAL INCOMPLETO,N
367439,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,UNIÃO DOS PALMARES,AL,BRA,MURIBECA,JABOATÃO DOS GUARARAPES,PE,F,2003,S,L1,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
369918,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,VITÓRIA DE SANTO ANTÃO,PE,BRA,CENTRO,GLÓRIA DO GOITÁ,PE,F,2004,S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
366482,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,VITÓRIA DE SANTO ANTÃO,PE,BRA,CENTRO,MORENO,PE,F,2005,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
366009,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,VITÓRIA DE SANTO ANTÃO,PE,BRA,CENTRO,MORENO,PE,F,2005,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
370293,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,VITÓRIA DE SANTO ANTÃO,PE,BRA,MARIA FARINHA,PAULISTA,PE,F,2001,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
367902,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,VITÓRIA DE SANTO ANTÃO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2002,S,L3,ENSINO FUNDAMENTAL,ENSINO MEDIO,N
367476,2023,1,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,VITÓRIA DE SANTO ANTÃO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2004,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
374559,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,VITÓRIA DE SANTO ANTÃO,PE,BRA,PIXETE,SÃO LOURENÇO DA MATA,PE,F,2002,S,L6,,ENSINO FUNDAMENTAL,N
366106,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,VITÓRIA DE SANTO ANTÃO,PE,BRA,MATRIZ,VITÓRIA DE SANTO ANTÃO,PE,F,2003,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
370588,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,VITÓRIA DE SANTO ANTÃO,PE,BRA,LIDIA QUEIROZ,VITÓRIA DE SANTO ANTÃO,PE,F,2003,S,L1,ENSINO FUNDAMENTAL,ENSINO MEDIO,N
368400,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,VITÓRIA DE SANTO ANTÃO,PE,BRA,REDENCAO,VITÓRIA DE SANTO ANTÃO,PE,F,2004,S,L6,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
368200,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,VITÓRIA DE SANTO ANTÃO,PE,BRA,ALTO JOSE LEAL,VITÓRIA DE SANTO ANTÃO,PE,F,2004,S,L1,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,N
371052,2023,2,SISU,REITOR JOAQUIM AMAZONAS,11,PEDAGOGIA,VITÓRIA DE SANTO ANTÃO,PE,BRA,ALTO JOSE LEAL,VITÓRIA DE SANTO ANTÃO,PE,F,2005,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
369379,2023,1,SISU,REITOR JOAQUIM AMAZONAS,10,PSICOLOGIA,BELÉM,PA,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1995,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
366055,2023,1,SISU,REITOR JOAQUIM AMAZONAS,10,PSICOLOGIA,BRASÍLIA,DF,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2002,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
369317,2023,1,SISU,REITOR JOAQUIM AMAZONAS,10,PSICOLOGIA,CAMARAGIBE,PE,BRA,SANTA MONICA,CAMARAGIBE,PE,F,2004,S,L7,ENSINO MEDIO,ENSINO SUPERIOR,N
370065,2023,2,SISU,REITOR JOAQUIM AMAZONAS,10,PSICOLOGIA,CAMARAGIBE,PE,BRA,ALDEIA,CAMARAGIBE,PE,F,2006,N,A0,ENSINO MEDIO,SEGUNDO GRAU INCOMPLETO,N
366541,2023,1,SISU,REITOR JOAQUIM AMAZONAS,10,PSICOLOGIA,CARPINA,PE,BRA,CAJA,CARPINA,PE,F,2004,S,L7,ENSINO MEDIO,ENSINO SUPERIOR,N
